gene	loeuf	pli
BTNL8	1.044	1.4502e-05
LRRC37A	1.044	0.00054349
NDUFB9	1.044	0.00016312
ADHFE1	1.045	8.5168e-09
SCARA3	1.045	2.9816e-08
EPHA1	1.045	1.4624e-23
S1PR2	1.045	0.018286
SIRT3	1.045	0.00016261
CLEC18B	1.045	1.2431e-06
AC174470.1	1.045	0.15353
OXA1L	1.045	1.8749e-10
TTI2	1.045	3.6074e-07
SPDYC	1.045	4.8667e-05
LLPH	1.045	0.34929
ELAC2	1.046	1.7245e-20
FAM65C	1.046	7.0058e-20
POM121C	1.046	6.6064e-10
RHBDL3	1.046	1.0358e-07
SGCG	1.046	4.821e-05
TM6SF1	1.047	1.0194e-07
DESI1	1.047	0.0057118
TIPIN	1.047	0.00016045
PABPC4L	1.047	0.00053305
SOCS4	1.047	1.4208e-05
KRT222	1.047	1.4228e-05
ARL6IP6	1.047	0.018099
CRELD1	1.048	1.3432e-11
MYOD1	1.048	0.15239
ARL5B	1.048	0.0017521
SLC25A16	1.048	1.2089e-06
TTC12	1.048	1.7871e-17
MON1A	1.049	2.2952e-09
WNK4	1.049	6.8806e-25
ABHD14A-ACY1	1.049	1.7689e-10
ZDHHC12	1.049	0.00052913
ZDHHC22	1.049	0.054892
TMEM101	1.049	0.0017385
DKK3	1.049	4.1049e-06
KRTAP17-1	1.049	0.59112
RBM23	1.049	4.8221e-11
GNB1L	1.049	4.7419e-05
FAM149B1	1.049	2.4901e-13
PROCR	1.05	0.0056256
AP000275.65	1.05	1.1868e-06
SEC31B	1.05	2.5856e-29
TIGIT	1.05	0.017915
ACADVL	1.05	4.2385e-15
METTL25	1.05	9.188e-13
PNPLA5	1.05	1.1936e-06
PPM1J	1.05	2.2494e-09
NOX3	1.05	1.632e-14
TMPRSS5	1.05	2.2562e-09
VIPR2	1.05	4.718e-11
LCA5L	1.05	3.456e-07
GPR27	1.051	0.34682
PROM1	1.051	1.9485e-22
CRELD2	1.051	2.7906e-08
ACAT1	1.051	9.8525e-08
ZAN	1.051	1.6432e-62
C9orf152	1.051	0.017887
EPDR1	1.051	0.017864
EMILIN2	1.051	1.6186e-14
GNRH1	1.051	0.15146
FBXO4	1.052	4.0093e-06
MRPL9	1.052	0.00015633
C1orf167	1.052	9.1452e-34
RAD9A	1.052	4.0279e-06
ATP4B	1.052	4.6372e-05
LYSMD1	1.052	0.017805
NMUR2	1.052	0.00051924
IGSF8	1.052	4.6329e-11
CXCR4	1.052	0.017804
IRAK4	1.052	7.8001e-09
KIAA1191	1.052	1.1689e-06
ZNF555	1.052	9.7445e-08
ATOH1	1.052	0.017833
UGT2B17	1.052	9.6905e-08
GSDMB	1.053	3.3446e-07
PDX1	1.053	0.017775
TRIM72	1.053	4.632e-05
RPL7L1	1.053	0.00015563
ARMC9	1.053	6.2032e-17
SLCO2A1	1.053	2.2804e-13
CXorf40A	1.053	0.59015
SLC22A7	1.053	4.5139e-11
SLC16A4	1.053	9.6707e-08
KIF17	1.053	3.7556e-18
KANK3	1.053	2.734e-08
KCNJ12	1.053	0.054242
SLC15A2	1.053	5.4803e-20
SOX18	1.053	0.15103
TVP23B	1.053	0.00051742
ARMC12	1.053	1.1597e-06
FAAH	1.054	4.4449e-11
RP11-426L16.10	1.054	3.9563e-06
CAT	1.054	1.6263e-10
SNX15	1.054	3.97e-06
C17orf53	1.054	4.4469e-11
CNPPD1	1.054	7.6384e-09
ITPRIPL2	1.054	0.00015396
C15orf41	1.055	3.2889e-07
TYW3	1.055	0.0016927
GNG12	1.055	0.58936
C9orf43	1.055	4.3555e-11
C8orf58	1.055	4.5689e-05
LILRB1	1.055	5.6502e-14
CGA	1.055	0.34518
DMKN	1.055	8.3445e-13
ATP6C	1.055	0.34533
ACSM3	1.055	1.441e-14
ZBBX	1.055	2.9306e-21
FAM188B2	1.055	3.2951e-07
ZNF213	1.055	9.4572e-08
DCP1B	1.055	1.6028e-10
ALOXE3	1.055	5.1284e-20
LCN9	1.055	0.0016951
SAMD7	1.055	1.1415e-06
IL5RA	1.055	2.6791e-08
SLC25A10	1.055	5.8727e-10
POLL	1.056	1.5836e-10
C11orf85	1.056	0.00050954
PIGC	1.056	0.0055065
ZFAND4	1.056	1.1579e-11
MPP4	1.056	3.418e-18
ANAPC10	1.056	0.0055077
SYTL1	1.056	1.1537e-11
QDPR	1.056	0.00015254
OLFML2B	1.056	3.6491e-15
TWIST1	1.056	0.34491
AL356356.1	1.056	0.34464
FAM153C	1.056	0.053887
FSHB	1.056	0.34452
OSM	1.056	0.58916
PKHD1L1	1.057	1.3739e-109
ENTHD1	1.057	3.2503e-07
TRPV4	1.057	2.237e-16
USP45	1.057	1.363e-17
CCDC15	1.057	4.6882e-20
C19orf12	1.057	0.34416
GHRH	1.057	0.14964
LGALS8	1.057	3.8769e-06
NRBF2	1.058	0.00050432
PEF1	1.058	0.00015066
SMIM19	1.058	0.34399
TOR1A	1.058	0.00050557
GPR146	1.058	0.1493
BROX	1.058	4.2023e-11
SFRP2	1.058	0.0016693
C21orf59	1.058	1.1187e-06
SPDYE3	1.058	0.00015103
SIGLEC8	1.058	3.2193e-07
BOLA3	1.059	0.14911
GMPR	1.059	1.3075e-05
PKP2	1.059	3.1147e-18
PCDHB10	1.059	1.3058e-05
POLG2	1.059	1.528e-10
CTGF	1.059	0.00050202
UGGT2	1.059	1.3209e-41
SH3BGRL3	1.059	0.149
HOXD4	1.059	0.0054479
METTL17	1.059	4.0832e-11
C1orf65	1.059	9.042e-08
C9orf142	1.06	0.0054207
RIMS3	1.06	0.00014932
FGFBP1	1.06	0.58794
RNLS	1.06	3.796e-06
AQP5	1.06	0.053249
TAMM41	1.06	1.0996e-06
KRT4	1.06	5.4962e-10
FMO2	1.06	3.143e-07
TBC1D21	1.06	3.1602e-07
VTN	1.06	1.5014e-10
ELP6	1.061	0.00049822
DSCR3	1.061	0.00014872
GPR183	1.061	0.017257
ABHD10	1.061	1.2865e-05
MYH15	1.061	4.5499e-59
MUC3A	1.061	1.4752e-10
GPX8	1.061	0.053068
RHOH	1.061	0.14861
CDKN2AIPNL	1.062	0.34205
DSN1	1.062	8.8514e-08
CRYL1	1.062	3.7186e-06
ARSB	1.062	7.0009e-09
SPATA16	1.062	1.4475e-10
C2orf49	1.062	0.017223
SPTBN5	1.062	8.2224e-118
PPM1K	1.062	0.00014736
FMO6P	1.062	1.2788e-05
ACY1	1.063	6.9169e-09
TPGS2	1.063	0.00014656
GPR108	1.063	1.8227e-13
ACOX3	1.063	7.6016e-16
DDRGK1	1.063	3.0689e-07
ME2	1.063	3.0296e-15
BTBD6	1.063	3.7117e-06
CPN1	1.063	8.6973e-08
SEC14L6	1.063	2.4606e-08
CCDC38	1.063	1.8346e-13
C2orf15	1.063	0.052798
MRPL30	1.063	0.052798
PIGZ	1.063	1.2688e-05
FCRL5	1.063	4.6105e-17
PPP2R1B	1.063	3.0047e-15
PIGB	1.063	3.8535e-11
NOSIP	1.064	1.2622e-05
NOX1	1.064	8.6564e-08
NEFH	1.064	2.6684e-12
GOLPH3L	1.064	1.2615e-05
NARFL	1.064	1.8864e-09
SST	1.064	0.34128
GMFB	1.064	0.0053339
MYO15B	1.064	0.00049067
UGT1A6	1.064	3.0491e-07
EVC	1.064	3.462e-25
EVC2	1.064	1.0207e-34
GPATCH2	1.064	1.0165e-11
TCERG1L	1.064	6.8376e-09
DOC2B	1.065	0.017055
APOBEC2	1.065	0.01707
PLD2	1.065	4.1429e-27
SFT2D1	1.065	0.0016186
AATF	1.065	2.5958e-12
ILDR1	1.065	2.6072e-12
ATOX1	1.065	0.58645
RABAC1	1.066	0.005291
BBS2	1.066	1.0328e-17
ADORA3	1.066	0.0001441
VWA1	1.066	0.0052878
CCDC42	1.066	3.6229e-06
CPSF4L	1.066	0.0016119
ZNF577	1.066	4.2594e-05
HOXD9	1.066	0.017004
HMGCLL1	1.066	2.9827e-07
PCDHA6	1.067	3.6156e-11
MFSD8	1.067	2.5375e-12
KCTD6	1.067	0.016939
DLX4	1.067	0.016921
SLC5A11	1.067	1.6748e-13
MIS12	1.067	0.14672
KRT8	1.067	2.36e-08
ABCA7	1.067	2.1111e-55
MED7	1.067	0.016917
TCEAL1	1.067	0.58578
DYRK3	1.067	3.5842e-06
LMBR1L	1.067	6.614e-13
WDR93	1.067	4.0651e-17
FSCN3	1.067	1.3467e-10
NDUFAF3	1.067	0.0052693
POLR3F	1.067	1.038e-06
CCER1	1.068	4.1961e-05
TRIM17	1.068	8.3141e-08
ZNF548	1.068	0.33982
DNAAF2	1.068	6.4811e-09
BATF2	1.068	0.58536
RGPD8	1.068	2.9332e-07
SOCS1	1.068	0.58544
GALNT9	1.068	0.0052407
SPATA5L1	1.068	3.5478e-11
TRPM1	1.068	1.6009e-42
IRX1	1.069	0.0004765
FAM83C	1.069	8.2423e-08
C19orf59	1.069	0.00014188
AIPL1	1.069	1.222e-05
GPN3	1.069	2.9029e-07
GPA33	1.069	3.5516e-06
ANKRA2	1.069	3.5443e-06
TCEANC	1.069	0.051926
RP11-371E8.4	1.069	0.016849
RP11-295D22.1	1.07	0.58464
CECR1	1.07	8.1396e-08
SPRED2	1.07	2.8684e-07
CD83	1.07	0.0052136
ARHGEF37	1.07	6.1367e-13
ABCA9	1.07	9.4911e-48
FAM194B	1.07	1.0046e-14
SUMF1	1.07	2.2828e-08
DNAJC25	1.07	1.2112e-05
PMPCA	1.07	3.437e-11
ADSL	1.071	8.9207e-12
TMEM147	1.071	0.00014005
TTLL11	1.071	6.2403e-09
MINA	1.071	2.2584e-08
MYOZ2	1.071	0.0015748
USP44	1.071	9.8051e-15
DOK2	1.071	1.2082e-05
CCDC127	1.071	0.00047328
CCDC146	1.072	1.3126e-26
RCAN1	1.072	0.016675
ANKAR	1.072	1.02e-31
ART4	1.072	0.0015662
SDS	1.072	0.00013923
TAAR6	1.072	0.016668
NOMO2	1.072	9.9709e-07
PTGES3L	1.072	0.0051619
PNMA2	1.072	0.0015661
C10orf53	1.072	0.58427
CAPN2	1.072	3.519e-22
CPVL	1.072	3.3502e-11
OCIAD1	1.072	9.9492e-07
ME3	1.072	1.5112e-13
VAT1L	1.072	9.9386e-07
POLD4	1.073	0.1451
ABHD4	1.073	2.2197e-08
TM4SF1	1.073	0.0015619
CD7	1.073	0.05135
NPEPL1	1.073	9.8457e-07
LPAR5	1.073	0.051408
SGPP1	1.073	0.0001389
ERI1	1.073	1.1866e-05
ACSM1	1.074	2.2841e-15
RP11-644F5.10	1.074	0.051295
ITLN1	1.074	3.4119e-06
ETNK2	1.074	9.808e-07
MICB	1.074	4.0609e-05
PRSS36	1.074	4.51e-19
SF3B5	1.074	0.58354
UAP1L1	1.074	3.4123e-06
DPY19L4	1.074	1.4234e-21
TCHHL1	1.074	0.58371
TTLL12	1.074	2.2425e-15
GCA	1.074	0.00013787
WDR72	1.074	2.733e-27
MMP17	1.074	2.1964e-08
TMEM185A	1.074	0.016569
VRK3	1.074	3.2374e-11
DDX58	1.075	1.7558e-23
PRICKLE4	1.075	4.0289e-05
CYB5RL	1.075	3.3734e-06
LGALS4	1.075	2.7538e-07
PIGW	1.075	1.172e-05
RAMP2	1.075	0.051127
BSPH1	1.075	0.016492
GINS4	1.075	0.00013735
MAB21L3	1.075	9.6909e-07
R3HDM4	1.075	0.00046251
MBOAT1	1.075	2.1535e-12
PTCRA	1.075	0.14449
C5orf34	1.075	8.9961e-15
FAM179A	1.075	1.31e-16
LACC1	1.076	1.1655e-05
AP1M2	1.076	2.1436e-08
GPR82	1.076	0.14409
UQCRB	1.076	0.016423
GRAMD1C	1.076	5.6287e-21
C16orf96	1.076	5.5816e-21
MSTO1	1.076	1.6182e-09
POPDC2	1.076	4.0063e-05
SMYD4	1.076	8.7782e-15
ZNF334	1.076	1.6122e-09
LRRC38	1.076	0.14423
RP11-529K1.3	1.076	1.1648e-05
ALDH16A1	1.076	2.3658e-20
CXorf38	1.076	0.00013652
MOB3B	1.077	0.016386
ARPC4-TTLL3	1.077	1.3565e-13
IDI1	1.077	3.9769e-05
NTMT1	1.077	0.050783
TTLL6	1.077	9.7742e-20
USHBP1	1.077	2.9968e-17
PANX3	1.077	3.9672e-05
ART5	1.077	0.00045797
DRAM2	1.077	0.0001357
PTGR2	1.077	2.7131e-07
ADAP2	1.078	4.2394e-10
C11orf21	1.078	0.016355
ANXA13	1.078	4.2441e-10
TMEM232	1.078	7.9307e-12
PCID2	1.078	5.2663e-13
SLC17A4	1.078	1.5714e-09
IDO1	1.078	3.3013e-06
MITD1	1.078	1.1445e-05
TJP3	1.078	6.7101e-23
MAN2C1	1.078	2.7689e-29
PNPLA7	1.078	5.3653e-37
DPH6	1.079	1.1419e-05
AP1S3	1.079	0.016298
TMEM136	1.079	0.0050232
MMD	1.079	0.0001344
ZNF782	1.079	4.215e-10
FAM198B	1.079	5.6948e-09
CHRNA1	1.079	2.0681e-08
FZD6	1.079	2.0034e-12
FAM228A	1.079	0.016302
SUOX	1.079	9.399e-07
GUCY2C	1.079	1.3919e-30
SPATA5	1.079	9.0776e-20
ATG16L2	1.08	4.6874e-16
DMBT1	1.08	4.476e-63
PNMT	1.08	0.0050065
NPY	1.08	0.14294
RBPJL	1.08	2.9189e-11
TRIM45	1.08	2.061e-08
TNNC2	1.08	0.01624
NGDN	1.08	2.0427e-08
SMUG1	1.08	0.00045154
UGT1A1	1.08	3.2577e-06
CEP55	1.08	1.964e-12
PEX11B	1.08	0.00013346
DFFB	1.08	1.1349e-05
SYNE3	1.08	1.7571e-25
RLBP1	1.08	1.1303e-05
ANKRD35	1.081	1.6568e-25
NEIL3	1.081	1.522e-09
EEF2K	1.081	8.3628e-20
ABCB8	1.081	1.9164e-15
PTCD3	1.081	2.487e-22
CYP27C1	1.081	9.2035e-07
C5orf15	1.081	0.050281
ACE	1.081	1.0344e-37
MYH1	1.081	1.3645e-56
CDK5RAP3	1.081	7.6348e-15
PTTG1IP	1.081	0.0049827
TMEM208	1.081	0.0015059
LOR	1.081	0.33454
EXTL1	1.082	7.3142e-12
NDOR1	1.082	4.8084e-13
FBXO40	1.082	5.5318e-09
CLDN19	1.082	0.0049681
YAE1D1	1.082	0.001499
NHP2	1.082	0.05011
ALS2CL	1.082	4.297e-28
OR11L1	1.082	0.050098
PTRF	1.082	0.0049657
ACOT11	1.082	1.0844e-16
SLFNL1	1.082	3.8491e-05
DPAGT1	1.082	1.117e-05
CDX1	1.082	0.14253
MOCS1	1.082	9.1165e-07
QTRT1	1.082	2.5932e-07
MZF1	1.082	1.0667e-10
FCGR1A	1.083	0.00013116
CHCHD5	1.083	0.049956
ACTR6	1.083	5.4629e-09
AIFM2	1.083	1.1064e-05
RHO	1.083	0.00013108
GPC5	1.083	3.9864e-10
LACTBL1	1.083	0.0014956
CCDC62	1.083	4.3887e-16
FRK	1.084	1.8071e-12
TRPV1	1.084	1.0103e-16
ZNF559-ZNF177	1.084	0.00044299
OSGEP	1.084	7.0838e-08
CCL15	1.084	0.3333
SHPK	1.084	1.0103e-16
RGS18	1.084	0.0014903
THY1	1.084	0.049895
FUT10	1.084	5.4119e-09
LRRC6	1.084	1.0409e-10
DOHH	1.084	0.015986
ARSK	1.084	3.9395e-10
GC	1.084	2.7301e-11
XCR1	1.084	0.016001
IGSF6	1.085	0.0014791
ACAD10	1.085	1.0177e-30
PSMC3IP	1.085	3.7819e-05
TEKT1	1.085	8.9486e-07
PIRT	1.085	0.5802
SMPD1	1.085	3.8932e-10
RFX8	1.085	5.3224e-09
SLC35E4	1.085	0.015961
TAF13	1.085	0.015944
BTN1A1	1.085	1.9496e-08
NIT1	1.085	8.9425e-07
SPIDR	1.085	2.3847e-17
C5orf51	1.086	3.109e-06
ERCC2	1.086	7.0654e-20
CD151	1.086	1.0841e-05
MTMR11	1.086	4.7707e-23
CDKL1	1.086	2.5004e-07
CLIC2	1.086	0.049547
RWDD3	1.086	0.0014761
RHOD	1.086	0.015921
WDR64	1.086	4.9565e-32
TBC1D26	1.086	1.086e-05
SLC37A3	1.086	1.124e-13
GRK4	1.087	1.6286e-15
NHLH2	1.087	0.57964
CCDC172	1.087	3.7344e-05
ACOT12	1.087	2.7282e-14
AQP6	1.087	0.015875
NTSR2	1.087	0.0048692
CCDC3	1.087	0.0048709
USH1G	1.087	3.7481e-05
RPUSD2	1.087	8.8012e-07
REXO4	1.087	8.7916e-07
C6orf89	1.087	8.7766e-07
RP11-58C22.1	1.088	0.5792
PDCL2	1.088	0.0014645
SLC6A16	1.088	4.2922e-13
CASP12	1.088	0.00012749
EDEM1	1.088	1.0594e-13
FGF4	1.088	0.1406
AACS	1.088	9.1275e-17
FAM161B	1.088	1.0758e-13
RPS21	1.088	0.1406
TACO1	1.088	0.0014606
FRRS1L	1.088	0.0014611
CYP2A13	1.089	8.6461e-07
CASP6	1.089	0.00012665
LACTB2	1.089	3.6864e-05
APPL2	1.089	1.1641e-18
TRAF5	1.089	1.6736e-12
ZNF627	1.089	0.33124
PTPN22	1.089	3.4921e-21
EBNA1BP2	1.089	1.3668e-09
HSD17B8	1.089	3.6923e-05
FKBP2	1.089	0.049274
CEP19	1.09	0.015687
TMOD4	1.09	1.8344e-08
DDX52	1.09	1.5121e-15
DSG3	1.09	1.4584e-20
SPDL1	1.09	8.5955e-17
STXBP4	1.09	2.5154e-14
NAALAD2	1.09	1.4282e-20
SPATA18	1.091	1.0088e-13
PXDNL	1.091	2.2028e-35
FAM168B	1.091	0.015675
CUEDC1	1.091	6.6336e-08
TTPA	1.091	0.0014409
HSD17B3	1.091	8.4911e-07
SIGLEC7	1.091	2.388e-07
VILL	1.091	3.9093e-23
SLC34A2	1.091	9.3992e-11
AP5M1	1.091	1.3325e-09
PDCD2L	1.091	8.4791e-07
FANCG	1.091	2.4859e-14
CIB2	1.091	0.0014456
ATF4	1.091	0.015659
DUSP11	1.091	8.4923e-07
LYPLA1	1.091	3.6468e-05
ZNF621	1.092	1.0463e-05
ITIH2	1.092	3.8025e-23
CABP5	1.092	0.0047939
ZNF135	1.092	1.5569e-12
GALK1	1.092	1.042e-05
KEL	1.092	3.1154e-21
CCDC71L	1.092	0.57806
EXOSC7	1.092	1.0442e-05
WIF1	1.092	1.3249e-09
GMPPB	1.092	8.437e-07
MED10	1.092	0.048839
PRRX2	1.092	0.13959
KRT27	1.092	1.7955e-08
NINL	1.092	2.6545e-39
FAM217A	1.093	4.8219e-09
ADAMTSL4	1.093	2.6008e-28
FMO1	1.093	9.1198e-11
CA9	1.093	1.3027e-09
C1QTNF1	1.093	0.00042421
SPERT	1.093	3.6118e-05
SNX22	1.093	0.0047609
HAUS3	1.093	1.2992e-09
XRCC4	1.094	8.2774e-07
CLDN12	1.094	0.048525
NOSTRIN	1.094	3.2029e-16
SAP30L	1.094	0.0014279
RFT1	1.094	3.7445e-13
RD3L	1.094	0.048594
C1QC	1.094	0.048591
ATP8B4	1.094	3.6708e-34
SH2D2A	1.094	8.2695e-07
SH2D5	1.094	6.4459e-08
STON1-GTF2A1L	1.094	1.5167e-22
ALDH2	1.094	3.3959e-10
PTPN7	1.094	9.4147e-14
SEPP1	1.094	8.2884e-07
NDUFB10	1.094	0.0047516
TRMT112	1.094	0.13916
CCDC94	1.095	8.2518e-07
RAD1	1.095	0.00012252
C8orf34	1.095	1.4855e-12
ULK4	1.095	4.4336e-38
MID1IP1	1.095	0.57733
SNX31	1.095	3.6683e-13
TUBA8	1.095	3.5702e-05
RIOK1	1.095	2.2477e-14
MSMP	1.095	0.048387
ZNF620	1.095	0.00041957
LPL	1.095	1.2712e-09
SCNM1	1.095	2.9187e-06
KRT25	1.096	4.6459e-09
PNCK	1.096	1.0166e-05
EXOSC2	1.096	2.8854e-06
UCK1	1.096	1.0175e-05
CLIC6	1.096	3.5342e-05
MUC20	1.096	0.0047211
GPIHBP1	1.096	0.13866
IFT57	1.096	3.3347e-10
PPM1D	1.096	2.2321e-11
SUMO3	1.096	0.32841
CTC-435M10.3	1.096	3.3296e-10
FOLR3	1.096	0.015409
TMPRSS7	1.097	3.9482e-18
ARL3	1.097	0.0014071
ARMC10	1.097	0.00012123
QPRT	1.097	0.0046997
GALNT14	1.097	7.0648e-17
BAIAP2L2	1.097	1.2298e-09
ACOXL	1.097	5.2479e-15
NDUFA10	1.097	6.2418e-08
CCDC33	1.097	4.9566e-20
BDKRB1	1.097	0.0046897
CYP4B1	1.097	3.2777e-10
BCL2L15	1.097	0.048246
ARHGAP19	1.097	1.4213e-12
C1orf74	1.098	0.015314
SLC2A8	1.098	8.0241e-07
RPL39	1.098	0.57637
GGT5	1.098	2.1567e-11
MED8	1.098	2.844e-06
SCCPDH	1.098	4.5839e-09
ZNF324B	1.098	3.4989e-05
SMG9	1.098	3.4628e-13
HTR1F	1.099	0.0046656
ROM1	1.099	0.00041221
CYP2W1	1.099	2.2124e-07
CCL25	1.099	0.015241
MRPL38	1.099	4.508e-09
PRR3	1.099	0.0013939
TRPM4	1.099	5.6531e-33
DEPDC7	1.099	8.3246e-11
VSIG2	1.099	0.00012031
ASPA	1.099	0.00041128
RRAS	1.099	0.004663
PTGIS	1.099	1.197e-09
AFMID	1.099	4.4977e-09
CCDC90B	1.099	9.9297e-06
ALDOB	1.1	7.8786e-07
FAP	1.1	1.9009e-28
CLEC12B	1.1	9.9015e-06
SLC9A4	1.1	8.286e-14
SWI5	1.1	0.0013862
KLK15	1.1	0.015191
ADORA1	1.1	0.015215
CDADC1	1.1	3.1468e-10
MIPOL1	1.1	2.0845e-11
PIDD	1.1	6.435e-17
ZNF677	1.1	1.6591e-08
PRODH	1.1	5.3577e-12
P2RX6	1.1	4.468e-09
RPUSD3	1.1	2.2032e-07
NRL	1.101	0.047637
YIF1B	1.101	3.4314e-05
ZNF630	1.101	0.000119
HLTF	1.101	1.8724e-28
TTC38	1.101	3.2628e-13
MARCKS	1.101	0.32648
KRT34	1.102	5.9309e-08
SMIM20	1.102	0.57531
OLFM4	1.102	2.7754e-06
CCDC83	1.102	1.1628e-09
CDC20B	1.102	5.1167e-12
MAL2	1.102	0.13691
MTERFD2	1.102	3.4049e-05
CCM2L	1.102	7.7785e-07
DHX58	1.102	3.2013e-13
MRI1	1.102	0.00040621
COLQ	1.102	7.9356e-14
GPR149	1.102	4.3654e-09
C1orf52	1.103	0.047382
ZNF560	1.103	9.6685e-06
PLCD1	1.103	1.737e-19
RBM18	1.103	0.00040287
AARD	1.103	0.3258
MRPS30	1.103	1.5937e-08
BCKDHB	1.103	4.3112e-09
NTAN1	1.104	2.7337e-06
PNOC	1.104	0.015028
POLM	1.104	7.6227e-11
CCDC53	1.104	0.0045705
CENPM	1.104	0.01501
LINC00692	1.104	0.32549
HIST1H1B	1.104	0.57467
TGIF2	1.104	0.13641
RFX5	1.104	1.9605e-11
KIF6	1.105	3.0905e-27
ANKRD27	1.105	3.8647e-31
KIAA0753	1.105	1.5545e-28
PNPLA3	1.105	5.7409e-08
STX2	1.105	2.1087e-07
FAM92A1	1.105	5.788e-08
CDH15	1.105	1.7656e-14
KCNK18	1.105	0.0013568
PMFBP1	1.105	9.339e-34
RGS11	1.105	7.3266e-14
DAP3	1.105	1.1143e-09
FBXL6	1.105	4.2187e-09
ODF3B	1.105	0.0045516
AGPAT9	1.106	4.8042e-12
TXLNB	1.106	4.8053e-12
ZFP69	1.106	1.5454e-08
MYOM3	1.106	1.4264e-47
WDR88	1.106	1.5429e-08
C2orf71	1.106	3.0058e-18
SLC26A2	1.106	7.4963e-07
KLK13	1.106	0.0045435
FABP5	1.106	0.047008
SLC35F6	1.106	0.00011541
GLDC	1.106	6.5777e-28
BCL2L14	1.106	3.3304e-05
IFRD2	1.106	1.098e-09
CPNE1	1.106	1.7292e-14
TMEM138	1.106	0.047034
TSPAN13	1.106	0.00011554
TDP1	1.107	1.2652e-17
RMND1	1.107	1.0863e-09
S1PR3	1.107	0.046945
SLC25A38	1.107	9.4313e-06
SUSD2	1.107	1.8144e-21
ZNF438	1.107	2.6656e-06
ZNF446	1.107	5.6695e-08
GPR180	1.107	4.0903e-09
TPO	1.107	1.8182e-21
CYP4X1	1.107	4.7167e-12
LHFPL1	1.107	0.13548
ADPRM	1.107	0.00039545
ATG9B	1.107	1.2544e-17
RP4-559A3.7	1.107	7.4364e-07
MTFR2	1.107	2.6584e-06
XPNPEP2	1.107	2.867e-13
ADCK4	1.108	2.8159e-13
FAM129C	1.108	2.2418e-16
RETSAT	1.108	6.8328e-14
CTC-360G5.8	1.108	6.6002e-19
HSF4	1.108	1.0632e-09
TRIM6	1.108	1.1425e-12
AARSD1	1.108	4.0653e-09
ESYT3	1.109	2.3108e-25
CLEC4G	1.109	9.3088e-06
GDPD4	1.109	2.7987e-13
C15orf60	1.109	3.2736e-05
C16orf87	1.109	0.0044861
ZFYVE27	1.109	1.0613e-09
AQP10	1.109	0.0013339
SNX11	1.109	7.3043e-07
AMBN	1.109	1.0497e-09
C2orf74	1.109	0.13499
RAD52	1.109	7.1128e-11
SNRNP25	1.109	0.0013382
FRAT1	1.109	0.32349
FAM45A	1.11	5.4591e-08
EXOSC9	1.11	1.7871e-11
B4GALT7	1.11	0.00011304
CDK18	1.11	6.9526e-11
METAP1D	1.111	2.5794e-06
C19orf44	1.111	3.8831e-09
WDR41	1.111	6.4998e-14
RPE65	1.111	6.4889e-14
XXYLT1	1.111	0.0013246
ZCCHC12	1.111	0.04647
SSC5D	1.111	8.1581e-23
FAM189A2	1.112	1.0131e-09
RPP30	1.112	5.3582e-08
CYP3A43	1.112	1.7165e-11
LY9	1.112	2.6039e-13
RND2	1.112	0.00038579
UGT1A9	1.112	5.3634e-08
VMA21	1.112	0.57236
CELA2B	1.112	2.5651e-06
EMC9	1.112	0.0013199
CRISP3	1.112	2.565e-06
SPO11	1.112	1.4473e-08
WDR65	1.112	1.0541e-12
AP3M2	1.112	1.972e-07
TRPM2	1.112	8.9633e-44
LRRC70	1.112	1.9724e-07
HMGCL	1.112	2.5638e-06
SH3YL1	1.112	5.3675e-08
MAPK13	1.112	6.7197e-11
CAPN14	1.112	1.5664e-21
HS3ST1	1.113	0.0044305
TLCD1	1.113	0.0044281
METTL11B	1.113	0.0044204
DCST1	1.113	1.2681e-19
KRBA1	1.113	8.2344e-16
CMBL	1.113	0.00011148
TTC1	1.113	2.5494e-06
HMCES	1.113	1.9468e-07
PAFAH2	1.113	3.8282e-09
CAPNS1	1.113	7.11e-07
SLC4A9	1.114	3.2089e-22
TALDO1	1.114	2.5234e-06
TIMP4	1.114	0.00038342
CCDC151	1.114	3.4684e-15
DUS4L	1.114	3.1791e-05
TRIM10	1.114	3.7432e-09
RHPN1	1.114	1.025e-12
ZNF707	1.114	0.00131
TM2D1	1.115	0.00010999
AIRE	1.115	4.0468e-12
DUSP27	1.115	5.2331e-19
DYX1C1	1.115	9.7181e-10
LRRC57	1.115	0.0013041
IL10RB	1.115	2.5103e-06
SERPINB6	1.115	0.00011009
PUS3	1.115	1.4003e-08
MAPKAPK3	1.115	3.7216e-09
TRIM38	1.115	1.3947e-08
ACMSD	1.116	1.392e-08
CLCNKA	1.116	4.2296e-17
MRPL37	1.116	1.3929e-08
MORN1	1.116	1.6137e-11
TTC19	1.116	1.3788e-08
ZXDA	1.116	0.0043723
ZNF558	1.116	8.8874e-06
ROS1	1.116	1.6184e-72
LY6E	1.116	0.3211
SERPINE3	1.116	2.4978e-06
WDR4	1.116	1.3806e-08
CLEC11A	1.116	0.00038003
FAM229B	1.117	0.57066
FBXW10	1.117	1.818e-27
THAP10	1.117	0.045791
TRMT11	1.117	3.9134e-12
ZNF177	1.117	2.4711e-06
VWDE	1.117	1.3321e-40
PCDHB5	1.117	2.4736e-06
FAN1	1.117	1.6512e-25
PANX1	1.117	2.4684e-06
FREM1	1.117	1.5685e-52
